occurrenceID	institutionCode	year	month	day	eventID	time_start_utc	time_start_utc_text	time_stop_utc	time_stop_utc_text	Sea State (BF)	Cloud cover (%)	Vessel speed (nm)	latitude_start_degree	latitude_start_decimal_minute	longitude_start_degree	longitude_start_decimal_minute	latitude_stop_degree	latitude_stop_decimal_minute	longitude_stop_degree	longitude_stop_decimal_minute	geodeticDatum	vernacularName	individualCount	verbatimIdentification	verbatimScientificName	identificationQualifier	scientificNameID	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	scientificName	taxonRank	identifiedBy	waterBody	higherGeographyID	basisOfRecord	recordedBy	recordedByID	eventRemarks	locality	verbatimLocality	remark	reportedWeather	identificationRemarks	occurrenceStatus	samplingProtocol	time_start	time_stop	eventTime	eventDate	decimalLatitude_start	decimalLongitude_start	decimalLatitude_end	decimalLongitude_end	footprintWKT	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters
581	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Wandering Albatross	1	Diomedea exulans	Diomedea exulans		urn:lsid:marinespecies.org:taxname:212583	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Diomedea	exulans	Linnaeus, 1758	Diomedea exulans Linnaeus, 1758	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
582	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Grey-headed Albatross	1	Thalassarche chrysostoma	Thalassarche chrysostoma		urn:lsid:marinespecies.org:taxname:225760	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	chrysostoma	(Forster, 1785)	Thalassarche chrysostoma (Forster, 1785)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
583	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	White-chinned Petrel	2	Procellaria aequinoctialis	Procellaria aequinoctialis		urn:lsid:marinespecies.org:taxname:212651	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Procellaria	aequinoctialis	Linnaeus, 1758	Procellaria aequinoctialis Linnaeus, 1758	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
584	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Wilson's Storm-petrel	1	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
585	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Black-bellied Storm-petrel	4	Fregetta tropica	Fregetta tropica		urn:lsid:marinespecies.org:taxname:212696	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Fregetta	tropica	(Gould, 1844)	Fregetta tropica (Gould, 1844)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
586	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Humpback Whale	1	Megaptera novaeangliae	Megaptera novaeangliae		urn:lsid:marinespecies.org:taxname:137092	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Megaptera	novaeangliae	(Borowski, 1781)	Megaptera novaeangliae (Borowski, 1781)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
587	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Minke Whale	1	Balaenoptera bonaerensis	Balaenoptera bonaerensis		urn:lsid:marinespecies.org:taxname:231405	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera	bonaerensis	Burmeister, 1867	Balaenoptera bonaerensis Burmeister, 1867	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
588	ULB - EMC2	2024	2	10	T2 TOPP_32	18:30	18:30:00	19:00	19:00:00		100	7.3	62	54.4	63	31.2	62	57.6	63	30	EPSG:4326	Antarctic Fur Seal	1	Arctocephalus gazella	Arctocephalus gazella		urn:lsid:marinespecies.org:taxname:231404	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	gazella	(Peters, 1875)	Arctocephalus gazella (Peters, 1875)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	18:30	19:00	18:30Z/19:00Z	2024-02-10	-61.0933	-62.48	-61.04	-62.5	LINESTRING (-62.4800 -61.0933, -62.5000 -61.0400)	-62.4900	-61.0666	3015
589	ULB - EMC2	2024	2	10	T2 TOPP_33	19:00	19:00:00	19:30	19:30:00		100	7.3	62	57.6	63	30	63	1.5	63	28.2	EPSG:4326	Black-browed Albatross	1	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:00	19:30	19:00Z/19:30Z	2024-02-10	-61.04	-62.5	-62.975	-62.53	LINESTRING (-62.5000 -61.0400, -62.5300 -62.9750)	-62.5150	-62.0075	107704
590	ULB - EMC2	2024	2	10	T2 TOPP_33	19:00	19:00:00	19:30	19:30:00		100	7.3	62	57.6	63	30	63	1.5	63	28.2	EPSG:4326	Giant-petrel sp.	1	Macronectes sp.	Macronectes	sp.	urn:lsid:marinespecies.org:taxname:206822	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes		Richmond, 1905	Macronectes Richmond, 1905	genus	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:00	19:30	19:00Z/19:30Z	2024-02-10	-61.04	-62.5	-62.975	-62.53	LINESTRING (-62.5000 -61.0400, -62.5300 -62.9750)	-62.5150	-62.0075	107704
591	ULB - EMC2	2024	2	10	T2 TOPP_33	19:00	19:00:00	19:30	19:30:00		100	7.3	62	57.6	63	30	63	1.5	63	28.2	EPSG:4326	Wilson's Storm-petrel	2	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:00	19:30	19:00Z/19:30Z	2024-02-10	-61.04	-62.5	-62.975	-62.53	LINESTRING (-62.5000 -61.0400, -62.5300 -62.9750)	-62.5150	-62.0075	107704
592	ULB - EMC2	2024	2	10	T2 TOPP_33	19:00	19:00:00	19:30	19:30:00		100	7.3	62	57.6	63	30	63	1.5	63	28.2	EPSG:4326	Black-bellied Storm-petrel	1	Fregetta tropica	Fregetta tropica		urn:lsid:marinespecies.org:taxname:212696	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Fregetta	tropica	(Gould, 1844)	Fregetta tropica (Gould, 1844)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:00	19:30	19:00Z/19:30Z	2024-02-10	-61.04	-62.5	-62.975	-62.53	LINESTRING (-62.5000 -61.0400, -62.5300 -62.9750)	-62.5150	-62.0075	107704
593	ULB - EMC2	2024	2	10	T2 TOPP_33	19:00	19:00:00	19:30	19:30:00		100	7.3	62	57.6	63	30	63	1.5	63	28.2	EPSG:4326	Antarctic Fur Seal	2	Arctocephalus gazella	Arctocephalus gazella		urn:lsid:marinespecies.org:taxname:231404	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	gazella	(Peters, 1875)	Arctocephalus gazella (Peters, 1875)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:00	19:30	19:00Z/19:30Z	2024-02-10	-61.04	-62.5	-62.975	-62.53	LINESTRING (-62.5000 -61.0400, -62.5300 -62.9750)	-62.5150	-62.0075	107704
594	ULB - EMC2	2024	2	10	T2 TOPP_34	19:30	19:30:00	20:00	20:00:00		100	7.3	63	1.5	63	28.2	63	4.7	63	26.4	EPSG:4326	Cape Petrel	1	Daption capense	Daption capense		urn:lsid:marinespecies.org:taxname:212640	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Daption	capense	(Linnaeus, 1758)	Daption capense (Linnaeus, 1758)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-10	-62.975	-62.53	-62.9217	-62.56	LINESTRING (-62.5300 -62.9750, -62.5600 -62.9217)	-62.5450	-62.9484	3062
595	ULB - EMC2	2024	2	10	T2 TOPP_34	19:30	19:30:00	20:00	20:00:00		100	7.3	63	1.5	63	28.2	63	4.7	63	26.4	EPSG:4326	Giant-petrel sp.	2	Macronectes sp.	Macronectes	sp.	urn:lsid:marinespecies.org:taxname:206822	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes		Richmond, 1905	Macronectes Richmond, 1905	genus	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-10	-62.975	-62.53	-62.9217	-62.56	LINESTRING (-62.5300 -62.9750, -62.5600 -62.9217)	-62.5450	-62.9484	3062
596	ULB - EMC2	2024	2	10	T2 TOPP_34	19:30	19:30:00	20:00	20:00:00		100	7.3	63	1.5	63	28.2	63	4.7	63	26.4	EPSG:4326	Wilson's Storm-petrel	2	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-10	-62.975	-62.53	-62.9217	-62.56	LINESTRING (-62.5300 -62.9750, -62.5600 -62.9217)	-62.5450	-62.9484	3062
597	ULB - EMC2	2024	2	10	T2 TOPP_34	19:30	19:30:00	20:00	20:00:00		100	7.3	63	1.5	63	28.2	63	4.7	63	26.4	EPSG:4326	Black-bellied Storm-petrel	1	Fregetta tropica	Fregetta tropica		urn:lsid:marinespecies.org:taxname:212696	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Fregetta	tropica	(Gould, 1844)	Fregetta tropica (Gould, 1844)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-10	-62.975	-62.53	-62.9217	-62.56	LINESTRING (-62.5300 -62.9750, -62.5600 -62.9217)	-62.5450	-62.9484	3062
598	ULB - EMC2	2024	2	10	T2 TOPP_34	19:30	19:30:00	20:00	20:00:00		100	7.3	63	1.5	63	28.2	63	4.7	63	26.4	EPSG:4326	Antarctic Fur Seal	2	Arctocephalus gazella	Arctocephalus gazella		urn:lsid:marinespecies.org:taxname:231404	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	gazella	(Peters, 1875)	Arctocephalus gazella (Peters, 1875)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-10	-62.975	-62.53	-62.9217	-62.56	LINESTRING (-62.5300 -62.9750, -62.5600 -62.9217)	-62.5450	-62.9484	3062
599	ULB - EMC2	2024	2	17	T2 TOPP_35	11:30	11:30:00	11:40	11:40:00		100	3	64	41.27	63	1.47	64	41.27	63	1.47	EPSG:4326	Killer Whale	10	Orcinus orca	Orcinus orca		urn:lsid:marinespecies.org:taxname:137102	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Orcinus	orca	(Linnaeus, 1758)	Orcinus orca (Linnaeus, 1758)	species	Henri Robert	Gerlache Strait	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=104917	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	11:30	11:40	11:30Z/11:40Z	2024-02-17	-63.3122	-62.9755	-63.3122	-62.9755	POINT (-62.9755 -63.3122)	-62.9755	-63.3122	30
600	ULB - EMC2	2024	2	17	T2 TOPP_35	11:30	11:30:00	11:40	11:40:00		100	3	64	41.27	63	1.47	64	41.27	63	1.47	EPSG:4326	Wilson's Storm-petrel	500	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Gerlache Strait	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=104917	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	11:30	11:40	11:30Z/11:40Z	2024-02-17	-63.3122	-62.9755	-63.3122	-62.9755	POINT (-62.9755 -63.3122)	-62.9755	-63.3122	30
601	ULB - EMC2	2024	2	17	T2 TOPP_36	1:10	01:10:00	1:15	01:15:00		100	3	64	46.6	63	23.37	64	46.6	63	23.37	EPSG:4326	Minke Whale	1	Balaenoptera bonaerensis	Balaenoptera bonaerensis		urn:lsid:marinespecies.org:taxname:231405	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera	bonaerensis	Burmeister, 1867	Balaenoptera bonaerensis Burmeister, 1867	species	Henri Robert	Gerlache Strait	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=104917	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Neumayer channel	Neumayer chanel	Neumayer chanel		Dwarf Minke Whale	present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	01:10	01:15	01:10Z/01:15Z	2024-02-17	-63.2233	-62.6105	-63.2233	-62.6105	POINT (-62.6105 -63.2233)	-62.6105	-63.2233	30
602	ULB - EMC2	2024	2	17	T2 TOPP_37	15:00	15:00:00	15:30	15:30:00		100	7.5	64	57.05	63	43.2	64	59.6	63	47.7	EPSG:4326	Giant-petrel sp.	1	Macronectes sp.	Macronectes	sp.	urn:lsid:marinespecies.org:taxname:206822	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes		Richmond, 1905	Macronectes Richmond, 1905	genus	Henri Robert	Cape Renard	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110839	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Cape Renard	Cape Renard	Cape Renard			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	15:00	15:30	15:00Z/15:30Z	2024-02-17	-63.0492	-62.28	-63.0067	-62.205	LINESTRING (-62.2800 -63.0492, -62.2050 -63.0067)	-62.2425	-63.0280	3030
603	ULB - EMC2	2024	2	17	T2 TOPP_37	15:00	15:00:00	15:30	15:30:00		100	7.5	64	57.05	63	43.2	64	59.6	63	47.7	EPSG:4326	Wilson's Storm-petrel	3	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Cape Renard	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110839	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Cape Renard	Cape Renard	Cape Renard			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	15:00	15:30	15:00Z/15:30Z	2024-02-17	-63.0492	-62.28	-63.0067	-62.205	LINESTRING (-62.2800 -63.0492, -62.2050 -63.0067)	-62.2425	-63.0280	3030
604	ULB - EMC2	2024	2	17	T2 TOPP_37	15:00	15:00:00	15:30	15:30:00		100	7.5	64	57.05	63	43.2	64	59.6	63	47.7	EPSG:4326	Skua sp.	1	Stercorarius sp.	Stercorarius	sp.	urn:lsid:marinespecies.org:taxname:137051	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius		Brisson, 1760	Stercorarius Brisson, 1760	genus	Henri Robert	Cape Renard	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110839	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Cape Renard	Cape Renard	Cape Renard			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	15:00	15:30	15:00Z/15:30Z	2024-02-17	-63.0492	-62.28	-63.0067	-62.205	LINESTRING (-62.2800 -63.0492, -62.2050 -63.0067)	-62.2425	-63.0280	3030
605	ULB - EMC2	2024	2	17	T2 TOPP_37	15:00	15:00:00	15:30	15:30:00		100	7.5	64	57.05	63	43.2	64	59.6	63	47.7	EPSG:4326	Minke Whale	2	Balaenoptera bonaerensis	Balaenoptera bonaerensis		urn:lsid:marinespecies.org:taxname:231405	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera	bonaerensis	Burmeister, 1867	Balaenoptera bonaerensis Burmeister, 1867	species	Henri Robert	Cape Renard	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110839	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Cape Renard	Cape Renard	Cape Renard			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	15:00	15:30	15:00Z/15:30Z	2024-02-17	-63.0492	-62.28	-63.0067	-62.205	LINESTRING (-62.2800 -63.0492, -62.2050 -63.0067)	-62.2425	-63.0280	3030
606	ULB - EMC2	2024	2	17	T2 TOPP_38	15:30	15:30:00	16:00	16:00:00		100	7.7	64	59.6	63	47.7	65	2.6	63	53.1	EPSG:4326	Elephant Seal	1	Mirounga leonina	Mirounga leonina		urn:lsid:marinespecies.org:taxname:231413	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	leonina	(Linnaeus, 1758)	Mirounga leonina (Linnaeus, 1758)	species	Henri Robert	Cape Renard	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110839	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Lemaire Channel	Lemaire Chanel	Lemaire Chanel			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	15:30	16:00	15:30Z/16:00Z	2024-02-17	-63.0067	-62.205	-64.9567	-62.115	LINESTRING (-62.2050 -63.0067, -62.1150 -64.9567)	-62.1600	-63.9817	108559
607	ULB - EMC2	2024	2	17	T2 TOPP_39	16:00	16:00:00	16:30	16:30:00		100	7.4	65	2.6	63	53.1	65	6.5	63	59.8	EPSG:4326	Wilson's Storm-petrel	2	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Lemaire Channel	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109791	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Lemaire Channel	Lemaire Chanel	Lemaire Chanel			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	16:00	16:30	16:00Z/16:30Z	2024-02-17	-64.9567	-62.115	-64.8917	-62.0033	LINESTRING (-62.1150 -64.9567, -62.0033 -64.8917)	-62.0592	-64.9242	4476
608	ULB - EMC2	2024	2	17	T2 TOPP_39	16:00	16:00:00	16:30	16:30:00		100	7.4	65	2.6	63	53.1	65	6.5	63	59.8	EPSG:4326	Kelp Gull	3	Larus dominicanus	Larus dominicanus		urn:lsid:marinespecies.org:taxname:212624	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	dominicanus	Lichtenstein, 1823	Larus dominicanus Lichtenstein, 1823	species	Henri Robert	Lemaire Channel	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109791	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Lemaire Channel	Lemaire Chanel	Lemaire Chanel			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	16:00	16:30	16:00Z/16:30Z	2024-02-17	-64.9567	-62.115	-64.8917	-62.0033	LINESTRING (-62.1150 -64.9567, -62.0033 -64.8917)	-62.0592	-64.9242	4476
609	ULB - EMC2	2024	2	17	T2 TOPP_39	16:00	16:00:00	16:30	16:30:00		100	7.4	65	2.6	63	53.1	65	6.5	63	59.8	EPSG:4326	Antarctic Tern	4	Sterna vittata	Sterna vittata		urn:lsid:marinespecies.org:taxname:225766	Animalia	Chordata	Aves	Charadriiformes	Laridae	Sterna	vittata	Gmelin, 1789	Sterna vittata Gmelin, 1789	species	Henri Robert	Lemaire Channel	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109791	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Lemaire Channel	Lemaire Chanel	Lemaire Chanel			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	16:00	16:30	16:00Z/16:30Z	2024-02-17	-64.9567	-62.115	-64.8917	-62.0033	LINESTRING (-62.1150 -64.9567, -62.0033 -64.8917)	-62.0592	-64.9242	4476
610	ULB - EMC2	2024	2	17	T2 TOPP_39	16:00	16:00:00	16:30	16:30:00		100	7.4	65	2.6	63	53.1	65	6.5	63	59.8	EPSG:4326	Gentoo Penguin	58	Pygoscelis papua	Pygoscelis papua		urn:lsid:marinespecies.org:taxname:225777	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	papua	(Forster, 1781)	Pygoscelis papua (Forster, 1781)	species	Henri Robert	Lemaire Channel	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109791	HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623		Lemaire Channel	Lemaire Chanel	Lemaire Chanel			present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	16:00	16:30	16:00Z/16:30Z	2024-02-17	-64.9567	-62.115	-64.8917	-62.0033	LINESTRING (-62.1150 -64.9567, -62.0033 -64.8917)	-62.0592	-64.9242	4476
455	ULB - EMC2	2024	2	7	T2 TOPP_4	21:00	21:00:00	21:30	21:30:00		20	8	54	56.5	67	5.4	54	57.4	66	59.1	EPSG:4326	Black-browed Albatross	60	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:00	21:30	21:00Z/21:30Z	2024-02-07	-53.0583	-66.91	-53.0433	-65.015	LINESTRING (-66.9100 -53.0583, -65.0150 -53.0433)	-65.9625	-53.0508	63412
456	ULB - EMC2	2024	2	7	T2 TOPP_4	21:00	21:00:00	21:30	21:30:00		20	8	54	56.5	67	5.4	54	57.4	66	59.1	EPSG:4326	Southern Giant-petrel	2	Macronectes giganteus	Macronectes giganteus		urn:lsid:marinespecies.org:taxname:212636	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes	giganteus	(Gmelin, 1789)	Macronectes giganteus (Gmelin, 1789)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:00	21:30	21:00Z/21:30Z	2024-02-07	-53.0583	-66.91	-53.0433	-65.015	LINESTRING (-66.9100 -53.0583, -65.0150 -53.0433)	-65.9625	-53.0508	63412
